entity,attribute,answer,question
晋青椒4号,审定编号,晋审菜（认）2011008,晋青椒4号的审定编号是多少呢？
玄武,身份,天秤座黄金圣斗士,玄武是什么身份呢？
卧龙山,所在地区,中国 四川绵阳市梓潼县卧龙镇境内,有人知道卧龙山在哪里吗？
天龙八部,每集长度,45分钟,天龙八部每集有多少分钟？
天宁寺,登录,1993年7月15日,天宁寺是什么时候建成的？
《霍元甲》,电影公司,天津津源影视有限公司，华夏视听环球传媒有限公司，东阳环宇影视文化传媒有限公司，,《霍元甲》由哪个公司制作的？
索尼kdl-32w650a,产品定位,全高清电视,索尼kdl-32w650a的定位是什么？
慈云寺,建立时间,唐代,慈云寺是什么时候修建的呀？
比亚迪,总部所在地,深圳市坪山区比亚迪路3009号,请问比亚迪的总部在哪里呢？
《神雕侠侣》,其他,由张纪中导演，刘亦菲、黄晓明主演的新版神雕侠侣，于2006年央视首播。,能给我简要介绍一下《神雕侠侣》吗？
橡树湾,城区,仓山,橡树湾在那个城区？
巴夏诺,省份,拉蒂纳省,巴夏诺隶属于什么省？
《红楼梦》,简介,中国社会科学院文学研究所专家介绍，《红楼梦《石头记》流传，不幸的是八十回后竟“迷失无稿”。程伟元经“竭 力搜罗”补成全书，名为《绣像红楼梦》，于乾隆五十六年（1791年）由萃文书屋活字排印出版。》最初以抄本,麻烦你给我介绍一下《红楼梦》好吗？
韭葱马铃薯奶油汤,材料,橄榄油1匙,韭葱马铃薯奶油汤需要什么食材？
american eagle,产品类别,男女士服装等,american eagle是什么产品的牌子？
《犯罪学》,字数,471000,《犯罪学》全书一共多少个字？
微波五彩茄子,原料,紫色长茄2个，香菜2棵，,微波五彩茄子需要什么食材？
机动战士敢达 seed astray,名称,机动战士敢达 seed astray,机动战士敢达 seed astray的名称是什么？
辣条,副作用,高血压、腹泻,你知道辣条有什么副作用吗？
制霉素片,用途分类,抗生素类,制霉素片的用途有哪些分类？
曲可伸,是否处方药,处方药,曲可伸是否为处方药？
w酒店,建筑类型,酒店[1],w酒店属于哪种酒店类型？
李尔王,级别,finland:s,李尔王属于什么级别？
intel 酷睿i7-3770,cpu主频,3.4ghz最大睿频3.9ghz,intel 酷睿i7-3770cpu主频是多少？
古巨基,配偶,陈英雪,古巨基的配偶叫什么？
西方法律哲学家研究年刊2008,平装,535页正文语种,西方法律哲学家研究年刊2008是哪种平装？
ctx-生物导融技术,功效,提高机体免疫标本兼治,ctx-生物导融技术有什么功效？
tcp/ip详解卷1：协议（英文版·第2版）,原作名,"tcp/ip illustrated, volume 1 the protocols, second edition",你知道tcp/ip详解卷1：协议（英文版·第2版）的原名是什么吗？
巴斯克维尔的猎犬,类 型,犯罪，恐怖，悬疑,巴斯克维尔的猎犬属于什么类型？
萨博,生日,1987-02-26,你知道萨博的生日是什么时候吗？
特拉万卡,人口（2001）,248,2001年特拉万卡有多少人？
《华山论剑》,平台,pc pc pc,《华山论剑》在哪个平台上？
柱七,光谱分类,b5iab,柱七的光谱分类是什么？
柱七,视星等（v）,4.744,柱七的视星等（v）是什么？
金黄甘薯脯,工艺,煮,金黄甘薯脯是利用什么工艺做的？
沙漠旋转工地,难度,4星级,沙漠旋转工地有多难？
温泉镇,机场,威海国际机场,温泉镇有个什么机场？
红,制作人,和平之月,红的制作人是谁？
黔城人才网,网站名称,黔城人才网,黔城人才网网站的名称是什么？
tr,全称,terres reres,tr的全称是什么？
卢卡斯,专业特点,前锋，助理教练,卢卡斯有什么专业特点？
月季花,二名法,rosa chinensis jacquem.,月季花二名法是什么？
和平路,全长,约1.6公里,你知道和平路多长吗？
堇青石,颜色,浅至深的蓝，紫，无色、黄的白,你知道堇青石是什么颜色的吗？
博略,区,vire,博略是什么区？
华硕eahg4670酷翼版,芯片厂商,atin,华硕eahg4670酷翼版的芯片厂商是哪里？
王军,出生地点,中国天津,王军出生在哪里？
奥康集团有限公司,创建地点,浙江,奥康集团有限公司在哪里成立的？
武定宇,职务,北京联合大学艺术设计系讲师,你知道武定宇的职务是什么吗？
西游记,首播时间,2010年1月3日,西游记是什么时候首播的？
九龙珀丽酒店,周围景观,香港理工大学、维多利亚港,九龙珀丽酒店周围有哪些景观？
柱七,b−v 色指数,0.34,柱七的b−v 色指数是多少？
莫亚,自治区,加那利群岛,莫亚自治区是哪里？
htc,组织形式,股份制,htc是什么样的组织形式呢？
mx视频播放器,分辨率,320x480 480x800 480x854,mx视频播放器的分辨率是多少？
柱七,u−b 色指数,-0.46,柱七的u−b 色指数是多少？
新桥镇,特色,最具活力的经济区域—上海,新桥镇有什么特色？
业个,读音,yē ge,你知道业个怎么读吗？
大熊座47c,轨道周期,6地球年,大熊座47c多长时间一个周期？
茶花女,imdb编码,tt0109527,茶花女的imdb编码是多少？
卡贝,主要作品,《世界语原文小词典》,你知道卡贝的主要作品有哪些吗？
龙泉镇,建立时间,公元700年,龙泉镇建立的时间是什么时候？
黑色食品,主要食用功效,清除自由基，延缓衰老，改善营养性贫血,黑色食品的主要食用功效有哪些？
射雕英雄传,监制,王天林,是谁监制了射雕英雄传呢？
小米手机3,发布时间,2013-09-05,小米手机3是什么时候发布的？
海王星,近日点,"4,452,940,833km",海王星距太阳最近有多远？
fantasy,专辑语言,日语,fantasy的专辑语言是哪种？
海王星,远日点,"4,553,946,490km",海王星距太阳最远有多远？
诺基亚,员工人数,"128,445（2008年底）",2008年诺基亚有多少员工？
五诸侯一,r−i 色指数,[1][2],五诸侯一的 r−i 色指数是什么？
微星k8t neo2-f,主芯片组,via k8t800pro,微星k8t neo2-f主芯片组是什么样的？
地球,半长轴,"149,597,887.5km",你知道地球半长轴的长度吗？
博略,大区,下诺曼底,博略的大区是什么？
大河边村,国土面积,6.53平方公里,大河边村的国土面积多大？
七彩龙虾,特征,身体呈青绿色,七彩龙虾有什么特征？
小行星615,发现地,海德堡,小行星615发现地是哪里？
微分销,软件名称,v5shop微信分销系统,微分销的软件名称是什么？
曲可伸,用法用量,口服。,你知道曲可伸是如何服用的吗？
游敏,出生年月,1958年7月,游敏是什么时候出生的？
恒大金碧天下,建筑形式,联排 独栋 双拼,恒大金碧天下有哪些建筑形式？
文庙,景点级别,河北省重点文物保护单位,文庙属于什么景点级别？
华优86,选育单位,华南农业大学农学系,华优86的选育单位是哪里？
絮勒什·马加什,政党,匈牙利劳动人民党,絮勒什·马加什是什么政党的人？
大手町站,距离,8.5km（起点站：高滨）,大手町站离高滨多远？
中国农业银行,产品服务,商业银行、投行、保险和基金等,中国农业银行有哪些产品服务？
怪医黑杰克,制作,朝日电视台、松竹、加山兴行会社,怪医黑杰克是由哪些组织制作的？
巴夏诺,人口（2009）,"1,662",你知道2009年巴夏诺有多少人吗？
微软游戏工作室,产品,xbox（包括xbox360与xboxone）,微软游戏工作室产品包括什么？
中华人民共和国最高人民法院刑事审判第一庭,职责,处理相关的死刑喊冤案件,中华人民共和国最高人民法院刑事审判第一庭有什么职责？
pny 8800u,显卡芯片,geforce 8800 ultra,pny 8800u 显卡芯片是什么样的呢？
中国人民解放军空军航空医学研究所附属医院,医院等级,三级甲等[2],中国人民解放军空军航空医学研究所附属医院属于什么等级？
截拳道,创立时间,1967年5月,截拳道创立于什么时候？
城关镇,著名景点,悬鼓观 黄山公园,城关镇有什么著名景点？
北京军区政治部战友文工团,代表作,《郝家村的故事》,北京军区政治部战友文工团的代表作有什么？
亚马逊中国,网站类型,b2c电子商务网站,亚马逊中国属什么网站类型？
向阳村,隶属于,白水镇中心村委会行政村,向阳村隶属于哪里？
华夏银行,注册资本,68亿元,华夏银行注册资本是多少？
吴山,字,岩子,你知道吴山的字是什么吗？
中国十大瀑布,包括,贵州黄果树瀑布,中国十大瀑布包括哪些？
侧板,学科,生命科学总论,侧板属于什么学科？
mb200(dext cliq),外观设计,3.1英寸,mb200(dext cliq)的外观设计是什么样子的？
神州长城装饰工程有限公司,注册资金,7013.6099万元人民币,神州长城装饰工程有限公司的注册资金有多少？
天途,开发商,战争策略类,天途的开发商是什么？
房屋风水学,丛书名,国际大师风水系列,房屋风水学属于什么系列丛书？
回到过去变成猫,小说性质,vip作品,回到过去变成猫属于什么小说性质？
河北金融学院,主管部门,河北省人民政府,河北金融学院的主管部门是什么？
东北凉菜,菜名,凉菜,东北凉菜菜名是什么？
新党,基本资料,1993年8月10日（21年165天） 台北市,有什么关于新党的基本资料？
柯尼卡美能达363,接口类型,usb2.0 10base-t/100base-tx,柯尼卡美能达363的接口类型是什么样子的呢？
兰多夫,体重,95.3公斤/210磅,兰多夫有多重？
nsk 22313轴承,外径,65mm,nsk 22313轴承的外径有多大？
jerry,身 高,183公分,jerry有多高？
梅林传奇,官方网站,http://www.bbc.co.uk/merlin/,梅林传奇的官方网站是什么？
个人存款帐户,种类,个人银行结算账户,你知道个人存款帐户的种类吗？
博略,insee/邮政编码,14052 / 14350,博略insee/邮政编码是什么？
博略,• 人口2人口密度,53/平方公里（140/平方英里）,博略人口2人口密度相当于什么？
俪园,物业类型,公寓,俪园的物业类型属于什么？
明治大学,主要院系,法、商、文、农、理工、政経、経営、教养设计、国际日本,明治大学有哪些主要院系？
鲁棉研19,品种来源,鲁613系,鲁棉研19来源于什么？
砖庙村,城市,运城市,你知道砖庙村属于哪个市吗？
阳江市审计局,内设机构,办公室,阳江市审计局内设了什么机构？
第3次吉田内阁,假名,だいさんじよしだだいにじかいぞうないかく,第3次吉田内阁的假名是什么？
铔,部首笔划,5,你知道铔的部首有几画吗？
石膏,化学式,caso4·nh2o,你知道石膏的化学式吗？
万达广场,总建筑面积,约86万平米,你知道万达广场总建筑面积是多少吗？
2014年克里米亚危机,日期,2014年2月23日－现在 （7月3周）,2014年克里米亚危机发生在什么时候？
高村,耕地,8590亩,你知道高村有多少亩耕地吗？
梅花落,类 别,闺情诗,梅花落属于什么类别的诗？
觅仙路,写作进程,完结,觅仙路写到哪里了？
巴斯克维尔的猎犬,分级,italy:t,你知道巴斯克维尔的猎犬的分级吗？
lg集团,网址,http://www.lg.net,你知道lg集团的网址吗？
高等教育研究,创刊时间,1984年,你知道高等教育研究的创刊时间吗？
技嘉ga-ma69g-s3h,cpu插槽,am2 940,技嘉ga-ma69g-s3h的cpu插槽是什么？
新青年,主管单位,《新青年》杂志社,新青年的主管单位是什么？
民主党,总部,430 south capitol street se 华盛顿哥伦比亚特区 20003,民主党的总部在哪里？
联邦星舰进取号,状态,退役,联邦星舰进取号现在处于什么状态？
立风超市收银系统,版本,windows2000,立风超市收银系统是哪个版本的？
张杰,活跃年代,2004年－至今,张杰活跃在什么年代？
《人物》,主办单位,time warner 媒体集团,《人物》的主办单位是哪家？
不逊,繁体,不逊,不逊的繁体字怎么写呢？
thinkpad x230 232045c,处理器型号,intel 酷睿 i5 3360m,thinkpad x230 232045c是什么处理器型号的？
益阳市保密局,职能,保密法律、法规、方针政策。,益阳市保密局的职能是干什么的？
佐佐木望,日语写法,佐々木 望,你知道佐佐木望用日语怎么写吗？
柱七,径向速度 (rv),-0.2 km/s,柱七的径向速度是多少？
歇后语,语种,汉语,歇后语是哪种语种里的？
博大教育集团,所属产业,教育产业,博大教育集团属于什么产业？
神道,平文式罗马字,shintō,神道的平文式罗马字怎么写呢？
维生素d3,剂型,滴剂,维生素d3属于什么剂型？
金奥聪,主要适用症,健脑补脑,金奥聪主要适用于什么症状？
生存战争,内容主题,创造、生存、地狱、冒险,生存战争内容的主题是什么？
家庭百科报,出版周期,每周五出报,你知道家庭百科报的出版周期吗？
巴斯克维尔的猎犬,导 演,maurice elvey,是谁导演了巴斯克维尔的猎犬？
美尚奢品,所属行业,服饰、箱包、鞋帽、配饰、化妆品、手表、礼品,美尚奢品属于什么行业？
正睿i2tw2-4638(xeon e5-2609/4gb/500gb/quadro 600),显存容量,500gb,正睿i2tw2-4638(xeon e5-2609/4gb/500gb/quadro 600)的显示内存是多少？
使命召唤：现代战争3,主要角色,普莱斯，尤里，睡魔，寒霜，马卡洛夫,使命召唤：现代战争3主要角色有哪些？
卡惠,平台,ios，安卓,卡惠的平台有哪些？
马卡龙,储藏方法,冷藏/冷冻保存,马卡龙有哪些存储方法？
